startup_name,sector,city,investors,stage,amount_usd,description
Weskill,E-Learning,Gurugram,"Shrishti Sahu, Umang Vohra",Pre-Seed,4000000.0,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.
Bytelearn,E-Learning,Noida,"Aditya Singhal, Nishant Sinha",Seed,9500000.0,AI powered teaching assistant for 100 Mn teachers across the world
Dista,Computer Software,Pune,Pentathlon Ventures,Seed,1200000.0,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.
Frnd,Online Media,Bengaluru,Krafton,Series A,6500000.0,FRND is an audio dating app for Bharat
Metadome,Computer Software,Bengaluru,"Chiratae Ventures, Lenskart Vision Fund",Pre-Series A,4000000.0,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world."
Yodacart,E-Commerce,Thane,Ajith Daneil,Pre-Seed,225000.0,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.
Jumbotail,B2B Ecommerce,Bengaluru,Invus,Series C,85000000.0,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores"
Captain Fresh,Logistics & Supply Chain,Bengaluru,"Tiger Global, Prosus Ventures",Series B,40000000.0,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.
Kohbee,E-Learning,Bengaluru,"Ankit Mehrotra, Saurabh Aggarwal",Pre-Seed,235000.0,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end."
Perfora,Consumer Goods,Gurugram,Sauce.Vc,Pre-Seed,260000.0,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally."
Unbox Robotics,Logistics & Supply Chain,Pune,"3One4 Capital, Sixth Sense Ventures",Series A,7000000.0,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.
Ninety One,Consumer Goods,Ahmedabad,A91 Partners,Series A,30000000.0,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market."
Gobillion,Social Commerce,Delhi,"Ycombinator, Justin Mateen, Pioneer Fund",Seed,2900000.0,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!
Ripplr,Logistics & Supply Chain,Bengaluru,"Sojitz Corporation, Stride Ventures",Pre-Series B,12000000.0,India’s first Plug-n-Play distribution ecosystem for brands
Sk Finance,Financial Services,Jaipur,"Iifl Wealth, Tpg Growth, Norwest Venture Partners",Series F,53000000.0,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.
Eggoz,Food & Beverages,Gurugram,"Nabventures, Avaana Capital",Series A,3500000.0,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.
Fabriclore,Apparel & Fashion,Jaipur,"Fluid Ventures, Mulberry Silks",Pre-Series A,700000.0,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs."
Verandah,Apparel & Fashion,Mumbai,"Mike Novogratz, Neeraj Arora",Seed,1000000.0,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.
Esportsxo,Mobile Games,Bengaluru,We Founder Circle,Seed,1100000.0,EsportsXO is an esports tournament management company which offers software to manage tournaments online.
Neobank Jupiter,Banking,Mumbai,"Tiger Global, Sequoia Capital",Series C,86000000.0,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.
Glii,Dating,Noida,We Founder Circle,Seed,10000.0,India’s finest dating companionship application
Globalbees,E-Commerce,Delhi,"Premji Invest, Steadview Capital",Series B,111000000.0,Globalbees partners with entrepreneurs who have built an online-first business.
Securenow,Insurance,Gurugram,Apis Insurtech Fund I,Series B,6000000.0,SecureNow is an award winning tech-enabled insurance intermediary.
Doubtnut,Edtech,Gurugram,"Omidyar Network, Tencent Holdings",Series B,30000000.0,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math."
Infra.Market,Construction,Thane,"Innoven Capital, Nexus Venture Partners",Series C,100000000.0,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.
Kutuki,Edtech,Bengaluru,Omidyar Network India,Seed,2000000.0,Kutuki is a learning platform focused on children between the ages of three and seven.
Eupheus,Edtech,Delhi,"Yuj Ventures, Sixth Sense Ventures",Series B,4000000.0,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.
Kreditbee,Fintech,Bengaluru,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",Series C,75000000.0,KreditBee is an Instant Personal Loan Platform for Young Professionals.
Pencil,Content Publishing,Mumbai,"Inflection Point Ventures, Sucseed Venture Partners",Pre-Series A,1000000.0,Pencil is a content publishing platform that enables writers to publish their work for free.
Uptimeai,Ai Startup,Bengaluru,Yournest Venture Capital,Seed,1500000.0,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures"
Wizklub,Edtech,Bengaluru,Incubate Fund India,Pre-Series A,800000.0,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children
Zolve,Fintech,Bengaluru,"Kunal Shah, Greg Kidd",Seed,15000000.0,Zolve Innovations operates as a neo-banking startup.
Medibuddy,Edtech,Bengaluru,"Innoven Capital, Teamfund",Debt,3000000.0,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits."
Pariksha,Edtech,Pune,"Venture Catalysts, 9Unicorns Accelerator Fund",Pre-Series A,2000000.0,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India."
Express Stores,E-Commerce,Gurugram,"Venture Highway, Rohit Bansal",Seed,1000000.0,Express Stores is a retail and omnichannel startup company
Phable,Healthtech,Bengaluru,"Fresco Capital, Social Starts",Series A,12000000.0,Mobile App for Patients and Doctors
Supply6,Helathcare,Bengaluru,"Rohit Goutamchand, India Cxo Fund",Seed,100000.0,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.
Swajal,Water Purification,Gurugram,"Rajasthan Venture Capital Fund, Acpl Exports",Pre-Series A,1600000.0,Swajal uses clean solar energy to purify drinking water at an affordable rate.
Bharatpe,Fintech,Delhi,"Amplo, Insight Partners",Series D,100000000.0,BharatPe develops a QR code-based payment app for offline retailers and businesses.
Filo,Edtech,Delhi,Better Capital,Pre-Seed,260000.0,Instant learning platform for students while self study.
Method & Madness,Real Estate,Mumbai,Justin Mateen,Seed,2000000.0,Method & Madness Technology operates as a real-estate tech company.
Edufund,Fintech,Gujarat,View Trade Holding Corp,Pre-Seed,300000.0,Changing the way Indians evaluate and plan higher education
Pepperfry,E-Commerce,Mumbai,"Innoven Capital, Bertelsmann India Investments",Debt,30000000.0,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.
Verse Innovation,Innovation Management,Bengaluru,"Canaan Valley Capital, Glade Brook Capital Partners",Series H,1000000000.0,Owner of Dailyhunt App and I-Pay
Supersourcing,Software Company,Indore,"Vijay Shekhar Sharma, Dr Ritesh Malik",Seed,200000.0,Build your next app or website with our exclusive network of certified IT companies.
Automatapi,Automation,Powai,Indian Angel Network,Seed,400000.0,AutomataPi is a next generation cognitive business process automation engine.
Newton School,Edtech,Bengaluru,"Rtp Global, Harshil Mathur",Series A,5000000.0,Newton School is a platform to learn and develop skills that you need for your best Tech career.
Siply,Fintech,Bengaluru,Inflection Point Ventures,Seed,1000000.0,Siply Services operates as a micro-savings platform.
Sarvagram,Fintech,Mumbai,Elevation Capital,Series B,10000000.0,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.
Unlu,Celebrity Engagement,Gurugram,Expert Dojo,Seed,1000000.0,Personalised Video Shoutout from top celebrities
Globalfair,Trading Platform,Gurugram,"Saama Capital, India Quotient",Seed,2000000.0,One-stop solution for all your procurement needs
Eduvanz,Fintech,Mumbai,"Incred Financial Services, Vivriti Capital, Northern Arc Capital",Debt,10000000.0,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market."
Progcap,Fintech,Delhi,"Somak Ghosh, M V Nair",Debt,1000000.0,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.
Abl Workspaces,Hospitality,Delhi,Wurk,Pre-Series A,600000.0,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.
Splashlearn,Edtech,Gurugram,"Accel, Owl Ventures",Series C,18000000.0,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.
Maya,Healthtech,Bengaluru,Rajan Anadan,Seed,2200000.0,Maya enables women to keep track of their health via a mobile application.
Medibuddy,Healthtech,Bengaluru,"Idfc Private Equity, Bessemer Venture Partners",Series B,40000000.0,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.
Zetwerk,E-Commerce,Bengaluru,"Sequoia Capital India, Accel",Series D,120000000.0,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.
Yourphysio,Healthtech,Nagpur,"Better Capital, Titan Capital",Pre-Seed,350000.0,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.
Aviom Housing Finance,Fintech,Delhi,Gojo & Company,Debt,1000000.0,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.
Hemp Horizons,Cannabis Startup,Noida,Mumbai Angels,Seed,200000.0,Cannabis and Hemp company
Koo,Blogging,Bengaluru,"3One4 Capital, Accel",Series A,4100000.0,Koo App operates as a microblogging app.
Innerhour,Healthcare,Mumbai,"Hitesh Oberoi, Lightbox",Series A,5200000.0,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.
Origo,Agritech,Gurugram,Yes Bank,Debt,10000000.0,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities."
Elucidata,Biotechnology,Delhi,Hyperplane Venture Capital,Pre-Series A,5000000.0,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.
Saveo,Healthtech,Bengaluru,"Matrix Partners India, Rtp Global",Seed,4000000.0,Saveo operates a business-to-business e-commerce platform focused on pharmacies.
Dotpe,Fintech,Gurugram,"Info Edge, Ruizheng Investment",Seed,8000000.0,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments."
Seevc,Tech Startup,Delhi,Jimmy Singh,Seed,1000000.0,Leverages artificial intelligence (AI) to build products for the education sector
Venwiz,B2B Service,Bengaluru,"Accel, Nexus Venture",Seed,300000.0,Digitising the interactions between core industry and vendors for engineering services
Headfone,Social Audio,Bengaluru,Hashed,Seed,3000000.0,Headfone helps create and share the audio content with listeners.
Growfix,Fintech,Bengaluru,"Zerodha'S Rainmatter Capital, Better Capital",Seed,2000000.0,Building high-yield Debt assets for retail investors
Dunzo,Delivery Service,Bengaluru,"Lightbox, Evolvence India Fund",Series E,40000000.0,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.
Beyondskool,Edtech,Mumbai,Tomorrow Capital,Seed,2000000.0,BeyondSkool is a live upskilling platform for kids
Mindler,Edtech,Delhi,"Inflection Point Ventures, Dlabs",Pre-Series A,1000000.0,Mindler is a career counseling company that provides career development guidance counseling services for students.
Fashinza,B2B Manufacturing,Gurugram,"Accel Partners, Elevation Capital",Seed,2600000.0,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.
Bharatpe,Fintech,Delhi,"Innoven Capital, Steadview Capital",Debt,6000000.0,BharatPe develops a QR code-based payment app for offline retailers and businesses.
Turnip,Gaming,Bengaluru,Elevation Capital,Seed,1600000.0,Turnip is a live game streaming and community platform.
Inficold,Solar,Delhi,Shell Foundation,Pre-Series A,900000.0,Provide uninterrupted and affordable cooling for refrigeration
Kiwi,Taas Startup,Delhi,"Pointone Capital, Core91 Vc",Seed,250000.0,"A peer to peer support network, which would enable billions of users across the world"
Bharatpe,Fintech,Delhi,"Innoven Capital, Steadview Capital",Debt,10000000.0,BharatPe develops a QR code-based payment app for offline retailers and businesses.
Udayy,Edtech,Gurugram,Alpha Wave Incubation,Seed,2500000.0,Interactive learning platform for kids
Dehaat,Agritech,Patna,"Prosus Ventures, Rtp Global",Series C,30000000.0,DeHaat connects farmers to suppliers and buyers on a single platform.
Samunnati,Agritech,Chennai,"U.S. International Development Finance Corp, Responsability",Debt,10000000.0,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.
Biconomy,Blockchain Startup,Delhi,"Binance Labs, Zee Prime Capital",Seed,1500000.0,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.
Purpletutor,Edtech,Mumbai,Ivycap Ventures,Seed,300000.0,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree
Karkhana.Io,Manufacturing Startup,Mumbai,Zone Startups In,Seed,1500000.0,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.
Coinswitch Kuber,Cryptocurrency,Bengaluru,"Ribbit Capital, Kunal Shah",Series A,15000000.0,Coinswitch.co is a cryptocurrency exchange aggregator platform.
Infra.Market,E-Commerce,Thane,Innoven Capital,Debt,6000000.0,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.
Readyassist,Vehicle Repair Startup,Bengaluru,Satish Grampurohit,Seed,1000000.0,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars."
Ergos,Agritech,Samsitpur,"Cdc Group, Aavishkaar Venture Capital",Series A,3000000.0,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.
Toothsi,Healthcare,Mumbai,Think Investments,Series A,5000000.0,ToothSi is a new age startup in the dental space providing smile correction services at home.
Jumbotail,Food And Beverages,Bengaluru,"Nexus Venture Partners, 23 High Networth Individuals (Hnis)",Series B3,14300000.0,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design."
Phi Commerce,Fintech,Pune,"Yatra Angel Network, Beenext",Series A,4000000.0,"Payments Facilitator, Payments solution provider etc."
Finsall,Insuretech,Bengaluru,Unicorn India Ventures,Seed,300000.0,Finsall provides Insurance Premium Financing
Practically,Edtech,Telangana,Siana Capital,Pre-Series B,4000000.0,"Making Learning personal, immersive and experiental"
Cred,Fintech,Bengaluru,"Dst Global, General Catalyst",Series C,81000000.0,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.
Zerone,Fintech,Gurugram,Anthill Ventures,Pre-Series A,1300000.0,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC."
Boat,Fashion & Lifestyle,Mumbai,"Innoven Capital, Innoven Capita",Pe,100000000.0,boAt is a lifestyle brand that deals in fashionable consumer electronics.
Kyt,Edtech,Bengaluru,Alpha Wave Incubation,Series A,5000000.0,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids"
Bharatpe,Fintech,Delhi,"Steadview Capital, Insight Partners",Debt,8200000.0,BharatPe develops a QR code-based payment app for offline retailers and businesses.
Cropin,Agritech,Bengaluru,"Invested Development, Pratithi Investment Trust",Series C,20000000.0,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.
Vanity Wagon,Cosmetics,Haryana,"Dhianu Das, Agility Venture Partners",Seed,200000.0,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care."
Oyo,Hospitality,Gurugram,Hindustan Media Venture,Series F1,7000000.0,OYO operates a branded network of hotels designed to offer standardized stay experiences.
Hobspace,Edtech,Mumbai,"Siddharth Bhaskar Shah, Upsparks",Pre-Series A1,100000.0,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.
Kiranakart,E-Commerce,Mumbai,Global Founders Capital,Pre-Seed,720000.0,A better model for instant grocery delivery in India.
Meddo,Healthcare,Gurugram,"Growx Ventures, Venture Gurukool",Pre-Series A,3000000.0,Meddo is an end-to-end medical services provider
Sp Robotic Works,Edtech,Chennai,Mount Judi India Growth Fund,Series A,3000000.0,An innovative place to explore next-generation technologies for students and all tech enthusiasts.
3Sc,Logistics,Gurugram,Gef Capital’S South Asia Fund,Series B,15000000.0,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.
Minimalist,Cosmetics,Jaipur,Sequoia Capital,Series A,10000000.0,Affordable skincare for all
90+ My Tuition App,Edtech,Bengaluru,Pearl Investment Llc,Series A,5000000.0,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.
Wasabi,Consulting,Bengaluru,"021 Capital, Sparrow Capital",Seed,1800000.0,Help small businesses grow their sales via our customer interaction and growth platform.
Strata,Real Estate,Bengaluru,"Kotak Investment Advisors Limited, Gruhas Proptech",Series A,6000000.0,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate
Ourbetterplanet,E-Commerce,Bengaluru,Vans Group,Seed,300000.0,A curated online marketplace for all things sustainable!
Murf.Ai,Saas Startup,Bengaluru,Elevation Capital,Seed,1500000.0,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence."
Myfitness,Fitness,Silvassa,9Unicorns,Seed,1000000.0,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good."
I Am Love,Healthcare,Mumbai,Xentel Investments,Seed,4000000.0,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health."
Eloelo,Gaming,Bengaluru,"Waterbridge, Lumikai",Pre-Series A,2000000.0,Creator-led Social Gaming & Live Streaming Platform
Edukemy,Edtech,Noida,"Auxano, Falcon5",Pre-Series A,2000000.0,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system."
Zingbus,Mobility,Gurugram,Infoedge Ventures,Pre-Series A,5000000.0,Zingbus is a renowned brand in the bus operating industry.
Newsreach,Media,Ahmedabad,Jito Angel Network,Seed,300000.0,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.
Pencilton,Fintech,Hyderabad,Jupiter,Pre-Seed,330000.0,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way."
The Whole Truth,Food & Beverages,Mumbai,Sequoia Capital,Series A,6000000.0,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food"
Insane Ai,Fitness,Bengaluru,Pi Ventures,Seed,800000.0,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.
Go Swift,Consumer Services,Bengaluru,Kalaari Capital,Pre-Series A,2000000.0,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.
G.O.A.T,D2C,Bengaluru,"Tiger Global, Flipkart Ventures",Series A,36000000.0,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.
Redesyn,Merchandise,Mumbai,Anthill Ventures,Pre-Series A,300000.0,"Merchandise drop-shipping platform for influencers, designers, creators & brands."
Knorish,Edtech,Gurugram,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures Syndicate",Pre-Series A,1000000.0,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities"
Dozee,Healthcare,Bengaluru,Prime Vp,Series A,5000000.0,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep."
Blackbuck,Logistics & Supply Chain,Bengaluru,"Tribe Capital, Ifc Emerging Asia Fund, Vef",Series E,67000000.0,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.
Mailmodo,Marketing & Advertising,Bengaluru,"Sequoia’S Surge, Y Combinator",Seed,2000000.0,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.
Nirogstreet,Healthcare,Delhi,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",Series A,2500000.0,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.
Even,Healthcare,Bengaluru,Khosla Ventures,Seed,5000000.0,One monthly subscription to cover all your healthcare needs.
Captain Fresh,Logistics,Bengaluru,"Accel Partners, Matrix India",Series A,12000000.0,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.
Otipy,Food & Beverages,Gurugram,"Omidyar Network India, Innoven Capital",Series A,10200000.0,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.
Edvizo,Consumer Services,Bengaluru,Inflection Point Ventures,Pre-Series A,1000000.0,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality"
Globalbees,D2C Business,Delhi,"Firstcry, Lightspeed Venture Partners",Series A,150000000.0,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.
Spinny,Automotive,Gurugram,Tiger Global,Series D,108000000.0,Spinny is a new age used car end-to-end platform in India.
Mynvax,Biotechnology,Bengaluru,"Accel, Letsventure, 1Crowd",Series A,4000000.0,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.
Uvi Health,Healthcare,Bengaluru,Titan Capital,Pre-Seed,330000.0,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns
Healthifyme,Healthcare,Bengaluru,"Leapfrog, Khosla Ventures",Series C,75000000.0,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!
Sea6 Energy,Biotechnology,Bengaluru,Aqua-Spark,Series B,9000000.0,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food."
Beco,Consumer Goods,Mumbai,Climate Angels Fund,Seed,500000.0,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable."
Medpay,Information Technology,Bengaluru,"Entrepreneur First (Ef), Growx Ventures",Seed,1200000.0,MedPay® is building the real-time claims adjudication platform for health insurers.
Digantara,Spacetech,Bengaluru,Kalaari Capital,Seed,2500000.0,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage"
Aqgromalin,Agritech,Chennai,Zephyr Peacock,Seed,700000.0,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.
Ola Electric,Automotive,Bengaluru,Bank Of Baroda,Debt,100000000.0,Ola Electric - The future of mobility is here. Charging ahead to accelerate the world’s transition to sustainable mobility.
Trell,Social Commerce,Bengaluru,"Mirae Asset, H&M",Series B,45000000.0,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.
Easyaspataal,Healthcare,Mumbai,Venture Catalysts,Seed,500000.0,India’s First Digital Admission Desk for Hospitalisation.
Arcana,Information Technology,Bengaluru,Balaji Srinivasan,Seed,370000.0,Arcana is the Storage Layer of Ethereum.
Aquaconnect,Fishery,Chennai,"Rebright Partners, Flourish Ventures",Pre-Series A,4000000.0,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers
Letsdressup,Apparel & Fashion,Gurugram,"Titan Capital, Sequoia Capital",Pre-Series A,300000.0,Building India's version of Stitch Fix
Ati Motors,Automotive,Bengaluru,"Blume Ventures, Exfinity Venture Partners",Pre-Series A,35000000.0,Autonomous industrial vehicle maker
Pear,Deeptech,Mumbai,Inflection Point Ventures,Pre-Series A1,300000.0,An AR / VR tech based Start-up in Mumbai.
The Sleep Company,Consumer Goods,Mumbai,Fireside Ventures,Pre-Series A,1000000.0,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.
Fraazo,Food & Beverages,Mumbai,"Sixth Sense Ventures, Nabventures",Series A,11000000.0,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.
Licious,Food & Beverages,Bengaluru,"Temasek, Multiples Pe",Series F,192000000.0,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products."
Winzo,Gaming,Delhi,Griffin Gaming Partners,Series C,65000000.0,WinZO is the largest social gaming and entertainment platform in India.
Skylark Drones,Aviation,Bengaluru,"Infoedge Ventures, Ian Fund",Pre-Series A,3000000.0,"Enterprise drone solutions that help plan, build, and sustain the world we live in."
Mymobiforce,Internet,Noida,Bharat Inclusion,Pre-Series A,1400000.0,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India"
Neverinstall,Information Technology,Bengaluru,Speciale Invest,Seed,370000.0,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.
Beato,Healthcare,Delhi,W Health Ventures,Pre-Series B,5000000.0,ULTIMATE app to manage chronic conditions.
Earth Rhythm,Cosmetics,Gurugram,Anicut Angel Fund,Seed,1200000.0,A mission to make customers healthier and Earth a little greener.
Fountain9,Computer Software,Mumbai,"021 Capital, Y Combinator",Seed,1900000.0,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies."
Shiprocket,Logistics,Delhi,"March Capital, Tribe Capital",Series D1,41000000.0,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.
Teachmint,Edtech,Bengaluru,Learn Capital,Pre-Series B,20000000.0,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.
Vahak,Transportation,Bengaluru,Rtp Global,Pre-Series A,5000000.0,Building India's Largest & Most Trusted Online Transport Marketplace & Directory
Gostops,Hospitality,Delhi,"Ian, Yuj Ventures",Pre-Series A,1000000.0,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.
Delhivery,Logistics,Gurugram,"Fidelity, Gic",Series H,270000000.0,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services."
Avishkaar,Edtech,Delhi,Auxano,Pre-Series A,600000.0,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent
Jobsgaar,Job Discovery Platform,Delhi,Sucseed Indovation Fund,Seed,140000.0,India's first District level/ Hyper Local Job discovery platform
Breathe Well-Being,Healthcare,Delhi,"Stanford Angels And Entrepreneurs India, Anjali Bansal",Pre-Series A,1000000.0,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.
Urban Company,Home Services,Delhi,"Vy Capital, Wellington Management",Series F,250000000.0,Urban Company is an India-based company providing a marketplace for freelance labor.
Mybyk,Rental,Ahmadabad,Avon Cycles,Pre-Series A,1000000.0,MYBYK is an app that provides premium bicycle sharing and rental service.
Locus,Logistics,Bengaluru,"Blume Ventures, Exfinity Venture Partners",Series C,50000000.0,Locus is an intelligent decision-making and automation platform for logistics.
Crejo.Fun,Edtech,Bengaluru,"Matrix Partners India, 021 Capital",Seed,3000000.0,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.
Bambinos,Edtech,Bengaluru,"Hnis, Angels",Seed,500000.0,Cohort based extracurricular course for kids
Spardha,Edtech,Pune,Inflection Point Ventures,Pre-Series A1,400000.0,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited."
Fyllo,Agritech,Bengaluru,"Indian Angel Network, Titan Capital, Lead Angels",Seed,400000.0,Fyllo brings farms on palms by installing on field devices and actions on top of this data.
Swiflearn,Edtech,Gurugram,"Venture Highway, Stellaris Venture Partners",Pre-Series A,3000000.0,Swiflearn provides online tuition classes to small batches to ensure personalised learning.
Quicksell,E-Commerce,Mumbai,"Sanjay Baldwa, Ajay Jain",Pre-Series A,2000000.0,B2B Mobile Commerce Platform
Truemeds,Heathcare,Mumbai,Infoedge,Series A,5000000.0,Truemeds is a health-tech startup.
F5,Food & Beverages,Delhi,"Venture Catalysts, Jeevak Gupta",Pre-Series A,300000.0,F5 is a foods and beverages company.
Refyne,Fintech,Bengaluru,"Dst Global, Rtp Global",Series A,20000000.0,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.
